Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::new_allocator()
  0.00      0.00     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::~new_allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.00      0.00     0.00        3     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >::allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >::~allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree_key_compare<std::less<int> >::_Rb_tree_key_compare()
  0.00      0.00     0.00        3     0.00     0.00  bool std::__equal<true>::equal<int>(int const*, int const*, int const*)
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl()
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl()
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*)
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_Rb_tree()
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::~_Rb_tree()
  0.00      0.00     0.00        3     0.00     0.00  std::multimap<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::multimap()
  0.00      0.00     0.00        3     0.00     0.00  std::multimap<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::~multimap()
  0.00      0.00     0.00        3     0.00     0.00  bool std::__equal_aux<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.00     0.00        3     0.00     0.00  bool std::__equal_aux1<int const*, int const*>(int const*, int const*, int const*)
  0.00      0.00     0.00        3     0.00     0.00  bool std::equal<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.00     0.00        3     0.00     0.00  int std::__memcmp<int, int>(int const*, int const*, unsigned long)
  0.00      0.00     0.00        3     0.00     0.00  bool std::operator==<int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, int> >::operator++()
  0.00      0.00     0.00        1     0.00     0.00  test_twoSum()
  0.00      0.00     0.00        1     0.00     0.00  test_romanToInt()
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00      48/417         std::_Rb_tree_iterator<std::pair<std::pair<char, char> const, int> > std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_insert_<std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node&) [46]
                0.00    0.00      52/417         std::_Rb_tree_iterator<std::pair<std::pair<char, char> const, int> > std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_insert_unique_<std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node>(std::_Rb_tree_const_iterator<std::pair<std::pair<char, char> const, int> >, std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node&) [53]
                0.00    0.00     317/417         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_S_key(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> > const*) [15]
[8]      0.0    0.00    0.00     417         std::_Select1st<std::pair<std::pair<char, char> const, int> >::operator()(std::pair<std::pair<char, char> const, int> const&) const [8]
-----------------------------------------------
                0.00    0.00      52/364         std::_Rb_tree_iterator<std::pair<std::pair<char, char> const, int> > std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_insert_unique_<std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node>(std::_Rb_tree_const_iterator<std::pair<std::pair<char, char> const, int> >, std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node&) [53]
                0.00    0.00      52/364         std::_Rb_tree_iterator<std::pair<std::pair<char, char> const, int> > std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_insert_<std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node&) [46]
                0.00    0.00      52/364         std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >* std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node::operator()<std::pair<std::pair<char, char> const, int> const&>(std::pair<std::pair<char, char> const, int> const&) const [39]
                0.00    0.00      52/364         std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >* std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_create_node<std::pair<std::pair<char, char> const, int> const&>(std::pair<std::pair<char, char> const, int> const&) [50]
                0.00    0.00      52/364         void std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_construct_node<std::pair<std::pair<char, char> const, int> const&>(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >*, std::pair<std::pair<char, char> const, int> const&) [52]
                0.00    0.00      52/364         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> > > >::construct<std::pair<std::pair<char, char> const, int>, std::pair<std::pair<char, char> const, int> const&>(std::allocator<std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> > >&, std::pair<std::pair<char, char> const, int>*, std::pair<std::pair<char, char> const, int> const&) [44]
                0.00    0.00      52/364         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> > >::construct<std::pair<std::pair<char, char> const, int>, std::pair<std::pair<char, char> const, int> const&>(std::pair<std::pair<char, char> const, int>*, std::pair<std::pair<char, char> const, int> const&) [36]
[9]      0.0    0.00    0.00     364         std::pair<std::pair<char, char> const, int> const& std::forward<std::pair<std::pair<char, char> const, int> const&>(std::remove_reference<std::pair<std::pair<char, char> const, int> const&>::type&) [9]
-----------------------------------------------
                0.00    0.00      17/334         std::map<std::pair<char, char>, int, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::operator[](std::pair<char, char>&&) [91]
                0.00    0.00      48/334         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::pair<char, char> const, int> >, std::pair<char, char> const&) [54]
                0.00    0.00      48/334         std::_Rb_tree_iterator<std::pair<std::pair<char, char> const, int> > std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_insert_<std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node&) [46]
                0.00    0.00      69/334         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >*, std::_Rb_tree_node_base*, std::pair<char, char> const&) [94]
                0.00    0.00     152/334         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_get_insert_unique_pos(std::pair<char, char> const&) [57]
[10]     0.0    0.00    0.00     334         std::less<std::pair<char, char> >::operator()(std::pair<char, char> const&, std::pair<char, char> const&) const [10]
                0.00    0.00     334/334         bool std::operator< <char, char>(std::pair<char, char> const&, std::pair<char, char> const&) [11]
-----------------------------------------------
                0.00    0.00     334/334         std::less<std::pair<char, char> >::operator()(std::pair<char, char> const&, std::pair<char, char> const&) const [10]
[11]     0.0    0.00    0.00     334         bool std::operator< <char, char>(std::pair<char, char> const&, std::pair<char, char> const&) [11]
-----------------------------------------------
                0.00    0.00     317/317         std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >::_M_valptr() const [14]
[12]     0.0    0.00    0.00     317         __gnu_cxx::__aligned_membuf<std::pair<std::pair<char, char> const, int> >::_M_ptr() const [12]
                0.00    0.00     317/317         __gnu_cxx::__aligned_membuf<std::pair<std::pair<char, char> const, int> >::_M_addr() const [13]
-----------------------------------------------
                0.00    0.00     317/317         __gnu_cxx::__aligned_membuf<std::pair<std::pair<char, char> const, int> >::_M_ptr() const [12]
[13]     0.0    0.00    0.00     317         __gnu_cxx::__aligned_membuf<std::pair<std::pair<char, char> const, int> >::_M_addr() const [13]
-----------------------------------------------
                0.00    0.00     317/317         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_S_key(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> > const*) [15]
[14]     0.0    0.00    0.00     317         std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >::_M_valptr() const [14]
                0.00    0.00     317/317         __gnu_cxx::__aligned_membuf<std::pair<std::pair<char, char> const, int> >::_M_ptr() const [12]
-----------------------------------------------
                0.00    0.00      69/317         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >*, std::_Rb_tree_node_base*, std::pair<char, char> const&) [94]
                0.00    0.00     120/317         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_get_insert_unique_pos(std::pair<char, char> const&) [57]
                0.00    0.00     128/317         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_S_key(std::_Rb_tree_node_base const*) [23]
[15]     0.0    0.00    0.00     317         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_S_key(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> > const*) [15]
                0.00    0.00     317/317         std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >::_M_valptr() const [14]
                0.00    0.00     317/417         std::_Select1st<std::pair<std::pair<char, char> const, int> >::operator()(std::pair<std::pair<char, char> const, int> const&) const [8]
-----------------------------------------------
                0.00    0.00      17/266         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >*, std::_Rb_tree_node_base*, std::pair<char, char> const&) [94]
                0.00    0.00      32/266         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::begin() [66]
                0.00    0.00      44/266         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_get_insert_unique_pos(std::pair<char, char> const&) [57]
                0.00    0.00      52/266         std::_Rb_tree_iterator<std::pair<std::pair<char, char> const, int> > std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_insert_<std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node&) [46]
                0.00    0.00      52/266         std::_Rb_tree_const_iterator<std::pair<std::pair<char, char> const, int> >::_M_const_cast() const [38]
                0.00    0.00      69/266         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::end() [26]
[16]     0.0    0.00    0.00     266         std::_Rb_tree_iterator<std::pair<std::pair<char, char> const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [16]
-----------------------------------------------
                0.00    0.00      52/208         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >*) [51]
                0.00    0.00      52/208         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >*) [48]
                0.00    0.00      52/208         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_get_node() [47]
                0.00    0.00      52/208         void std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_construct_node<std::pair<std::pair<char, char> const, int> const&>(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >*, std::pair<std::pair<char, char> const, int> const&) [52]
[17]     0.0    0.00    0.00     208         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_get_Node_allocator() [17]
-----------------------------------------------
                0.00    0.00      38/170         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >*, std::_Rb_tree_node_base*, std::pair<char, char> const&) [94]
                0.00    0.00      52/170         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >*) [201]
                0.00    0.00      80/170         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_get_insert_unique_pos(std::pair<char, char> const&) [57]
[18]     0.0    0.00    0.00     170         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_S_left(std::_Rb_tree_node_base*) [18]
-----------------------------------------------
                0.00    0.00      17/165         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::lower_bound(std::pair<char, char> const&) [93]
                0.00    0.00      44/165         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_get_insert_unique_pos(std::pair<char, char> const&) [57]
                0.00    0.00      52/165         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::pair<char, char> const, int> >, std::pair<char, char> const&) [54]
                0.00    0.00      52/165         std::_Rb_tree_iterator<std::pair<std::pair<char, char> const, int> > std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_insert_<std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::pair<char, char> const, int> const&, std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_Alloc_node&) [46]
[19]     0.0    0.00    0.00     165         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_end() [19]
-----------------------------------------------
                0.00    0.00     138/138         std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >::_M_valptr() [22]
[20]     0.0    0.00    0.00     138         __gnu_cxx::__aligned_membuf<std::pair<std::pair<char, char> const, int> >::_M_ptr() [20]
                0.00    0.00     138/138         __gnu_cxx::__aligned_membuf<std::pair<std::pair<char, char> const, int> >::_M_addr() [21]
-----------------------------------------------
                0.00    0.00     138/138         __gnu_cxx::__aligned_membuf<std::pair<std::pair<char, char> const, int> >::_M_ptr() [20]
[21]     0.0    0.00    0.00     138         __gnu_cxx::__aligned_membuf<std::pair<std::pair<char, char> const, int> >::_M_addr() [21]
-----------------------------------------------
                0.00    0.00      34/138         std::_Rb_tree_iterator<std::pair<std::pair<char, char> const, int> >::operator*() const [65]
                0.00    0.00      52/138         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >*) [51]
                0.00    0.00      52/138         void std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_construct_node<std::pair<std::pair<char, char> const, int> const&>(std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >*, std::pair<std::pair<char, char> const, int> const&) [52]
[22]     0.0    0.00    0.00     138         std::_Rb_tree_node<std::pair<std::pair<char, char> const, int> >::_M_valptr() [22]
                0.00    0.00     138/138         __gnu_cxx::__aligned_membuf<std::pair<std::pair<char, char> const, int> >::_M_ptr() [20]
-----------------------------------------------
                0.00    0.00      32/128         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_get_insert_unique_pos(std::pair<char, char> const&) [57]
                0.00    0.00      48/128         std::_Rb_tree<std::pair<char, char>, std::pair<std::pair<char, char> const, int>, std::_Select1st<std::pair<std::pair<char, char> const, int> >, std::less<std::pair<char, char> >, std::allocator<std::pair<std::pair<char, char> const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::pair<char, char> const, int> >, std::pair<char, char> const&) [54]
